,outlet,url,top_image,title,authors,publish_date,keywords,summary,text
25,timescolonist,http://www.timescolonist.com/news/local/victoria-council-to-review-beacon-hill-camping-as-city-faces-lawsuit-1.24191817,https://images.glaciermedia.ca/polopoly_fs/1.24191818.1598351810!/fileImage/httpImage/image.jpg_gen/derivatives/facebookogimage_560_292/tc-12282-web-vka-park-5125-jpg.jpg,Victoria council to review Beacon Hill camping as city faces lawsuit,['Roxanne Egan-Elliott'],,"['lawsuit', 'lose', 'park', 'day', 'victoria', 'faces', 'decision', 'campers', 'city', 'hill', 'council', 'place', 'camping', 'beacon', 'sheltering', 'review']","Victoria Mayor Lisa Helps plans to call a special closed council meeting on Thursday to discuss encampments in Beacon Hill Park and throughout the city.
Helps said any decisions about bylaws will be made at a meeting open to the public when council resumes on Sept. 3.
Friends of Beacon Hill Park Society, which aims to protect the park’s natural and cultural history, plans to sue the city over the decision to allow 24/7 sheltering.
He said council has received many letters from park users who say campers treat them like “interlopers” trespassing in their home.
They don’t have any access to other shelter right now, so if they lose their tent, they lose their shelter.","Victoria Mayor Lisa Helps plans to call a special closed council meeting on Thursday to discuss encampments in Beacon Hill Park and throughout the city.

Council is on a summer break, set to return in September, but Helps said she is calling the meeting because the situation around 24/7 sheltering in parks isn’t working for anyone.

article continues below

“Unfortunately, it’s not as easy as simply enforcing the [7 a.m. to 7 p.m.] camping bylaw without a better plan in place. … Because where will 300 people go all day with all of their things?” she said in a text message.

Like other indoor spaces during the pandemic, shelters and agencies serving homeless people have had to reduce their capacity to slow the spread of COVID-19.

The meeting will be closed to the public so council can receive legal advice. Helps said any decisions about bylaws will be made at a meeting open to the public when council resumes on Sept. 3.

Many residents have called on the city to return to enforcing the camping bylaw, which requires people to pack up their tent and belongings every morning by 7 a.m. Council voted to suspend enforcement of the bylaw during the pandemic to ensure people have a place to self-isolate.

Friends of Beacon Hill Park Society, which aims to protect the park’s natural and cultural history, plans to sue the city over the decision to allow 24/7 sheltering.

The society has launched an online fundraising page to collect donations to pay for legal action against the city, raising more than $3,800 as of Monday afternoon.

Roy Fletcher, president of the society, said the decision to allow 24/7 sheltering violates the terms of the park trust, because the park is intended to be for “the use and enjoyment of the public,” rather than for utility.

“Camping is utility. It’s establishing a permanent home in a park, and telling people this is your home and you can defend it as you need to. And some people in the camp, of the campers, are taking this very seriously. They think this is their permanent home,” Fletcher said.

He said there have been people sheltering overnight in the park for years, and he would be satisfied if the city began enforcing the bylaw again to prohibit daytime camping.

Only Coun. Geoff Young opposed the decision to suspend enforcement, but now at least one other councillor says she would support reinstating the time limit on sheltering.

Coun. Charlayne Thornton-Joe said she was originally in favour of the decision to allow 24/7 sheltering in parks, because the pandemic reduced shelter beds and closed day programs for people who are homeless. Thornton-Joe said her decision was also informed by guidelines for municipalities provided by provincial health officer Dr. Bonnie Henry that said “clearing or moving encampments without providing shelter/housing immediately can cause people to disperse throughout the community and break connections with service providers.”

Since the vote to suspend bylaw enforcement, more than 340 people have moved into motel rooms funded by the province and many day programs have reopened. Thornton-Joe said it’s those changes, as well as the growing frustration and safety concerns voiced by residents about the encampments, that has changed her mind.

“It’s just becoming too entrenched, and safety issues for the public and for those that are even camping is now raised to a level that has brought me concerns, and it’s been a concern for a little while for me.”

Young said council has received “floods of emails” complaining about interactions with campers, theft, people casing buildings, discarded needles and garbage. He said packing up every day is inconvenient for those living in tents, but campers have become too entrenched in the park, with large structures and collections of big items, like furniture, barbecues and generators. He said council has received many letters from park users who say campers treat them like “interlopers” trespassing in their home.

“From the point of view of impacts on the park environment and other park users, it is absolutely preferable to prohibit day-time permanent camping,” Young said.

Advocates for the homeless say that an end to 24/7 sheltering will disperse a large group of people with nowhere to go, transferring the issue somewhere else, instead of solving anything. “Where would they put their tents during the day?” said Julian Daly, CEO of Our Place, adding that shelters are “pretty full” because they’re operating at limited capacity to meet physical distancing requirements.

Daly said many people would likely lose their tents, because they would have nowhere to store them during the day.

“If they lose that … that’s their home right now. They don’t have any access to other shelter right now, so if they lose their tent, they lose their shelter. It’s as simple as that, really.”

He said forcing people to pack up in Beacon Hill Park will see campers move to other parts of the city, sending the concerns of Beacon Hill Park neighbours to other areas.

> See CAMP, A2

“We do understand the fears and concerns that citizens have about camping. I get that. I really do. But at the same time, we’re also concerned for those who have the camps as their only home, and what that would mean toww lose even that meagre home,” Daly said.

“Really as a society, we’ve got to sort this once and for all, so that the people who are feeling fearful about people camping don’t need to have those fears anymore, because the people aren’t camping there, because they’ve been found homes, permanent homes. That way I think everyone would be happy.”

Kelly Roth, executive director of the Coalition to End Homelessness, said forcing tenters to pack up every morning would lead to people travelling from place to place through Victoria streets looking for a place to rest, whether in other parks, in doorways, or other places that feel relatively safe. “I’m not saying encampments are the ideal situation, but having 250 people or so wandering the streets every day, every night looking for a place to be is not a solution either.”

Roth said overdose deaths — which hit record levels in May and June, killing 346 people in B.C. in two months — would likely increase if those camping in the park had to pack up and move along every morning, because people who are now living in a community could find themselves isolated and using drugs alone. Breaking up the community would also make it more difficult for outreach workers and health care professionals to provide help to those in need, she said.

“It’s one thing when you know where someone is and can get to them with prescriptions or with whatever kind of a medical program they’re on. Once they’re moving and the outreach workers that work in harm reduction are just trying to find them, that’s going to be challenging,” Roth said.

regan-elliott@timescolonist.com"
26,timescolonist,http://www.timescolonist.com/the-latest-numbers-on-covid-19-in-canada-for-aug-26-1.24192472,https://images.glaciermedia.ca/polopoly_fs/1.24192519.1598466572!/fileImage/httpImage/image.jpg_gen/derivatives/facebookogimage_560_292/gmh10879469-jpg.jpg,The latest numbers on COVID-19 in Canada for Aug. 26,[],,"['covid19', 'canada', 'including', '126225', 'numbers', '26', 'resolved_', 'cases', 'aug', 'confirmed', 'deaths', '15', 'latest', '13']","The latest numbers of confirmed COVID-19 cases in Canada as of 2:23 p.m. EDT on Aug. 26, 2020:There are 126,225 confirmed cases in Canada.
article continues below_ Quebec: 61,945 confirmed (including 5,747 deaths, 54,922 resolved)_ Ontario: 41,695 confirmed (including 2,802 deaths, 37,863 resolved)_ Alberta: 13,083 confirmed (including 235 deaths, 11,714 resolved)_ British Columbia: 5,242 confirmed (including 203 deaths, 4,114 resolved)_ Saskatchewan: 1,601 confirmed (including 23 deaths, 1,490 resolved)_ Nova Scotia: 1,081 confirmed (including 65 deaths, 1,011 resolved)_ Manitoba: 1,043 confirmed (including 13 deaths, 622 resolved)_ Newfoundland and Labrador: 268 confirmed (including 3 deaths, 265 resolved)_ New Brunswick: 190 confirmed (including 2 deaths, 178 resolved)_ Prince Edward Island: 44 confirmed (including 41 resolved)_ Yukon: 15 confirmed (including 15 resolved)_ Repatriated Canadians: 13 confirmed (including 13 resolved)_ Northwest Territories: 5 confirmed (including 5 resolved)_ Nunavut: No confirmed cases_ Total: 126,225 (0 presumptive, 126,225 confirmed including 9,093 deaths, 112,253 resolved)This report by The Canadian Press was first published Aug. 26, 2020.","The latest numbers of confirmed COVID-19 cases in Canada as of 2:23 p.m. EDT on Aug. 26, 2020:

There are 126,225 confirmed cases in Canada.

article continues below

_ Quebec: 61,945 confirmed (including 5,747 deaths, 54,922 resolved)

_ Ontario: 41,695 confirmed (including 2,802 deaths, 37,863 resolved)

_ Alberta: 13,083 confirmed (including 235 deaths, 11,714 resolved)

_ British Columbia: 5,242 confirmed (including 203 deaths, 4,114 resolved)

_ Saskatchewan: 1,601 confirmed (including 23 deaths, 1,490 resolved)

_ Nova Scotia: 1,081 confirmed (including 65 deaths, 1,011 resolved)

_ Manitoba: 1,043 confirmed (including 13 deaths, 622 resolved)

_ Newfoundland and Labrador: 268 confirmed (including 3 deaths, 265 resolved)

_ New Brunswick: 190 confirmed (including 2 deaths, 178 resolved)

_ Prince Edward Island: 44 confirmed (including 41 resolved)

_ Yukon: 15 confirmed (including 15 resolved)

_ Repatriated Canadians: 13 confirmed (including 13 resolved)

_ Northwest Territories: 5 confirmed (including 5 resolved)

_ Nunavut: No confirmed cases

_ Total: 126,225 (0 presumptive, 126,225 confirmed including 9,093 deaths, 112,253 resolved)

This report by The Canadian Press was first published Aug. 26, 2020."
27,timescolonist,http://www.timescolonist.com/misinformation-online-plays-role-in-covid-19-vaccine-hesitancy-tam-1.24192062,https://images.glaciermedia.ca/polopoly_fs/1.24192063.1598391734!/fileImage/httpImage/image.jpg_gen/derivatives/facebookogimage_560_292/20200825ajw10179954-jpg.jpg,Misinformation online plays role in COVID-19 vaccine hesitancy: Tam,[],,"['survey', 'covid19', 'vaccines', 'safety', 'misinformation', 'hesitancy', 'unlikely', 'role', 'vaccine', 'online', 'plays', 'tam', 'indicated', 'information', 'canadians', 'cent']","Dr. Theresa Tam made the comments during a news conference Tuesday while responding to the Statistics Canada survey, which found nearly one-quarter of respondents unlikely or unsure whether they would get a COVID-19 vaccine.
More than 76 per cent of respondents in the Statistics Canada survey indicated they would likely get inoculated if and when a vaccine is ready.
Those who indicated they were unlikely to get a vaccine were asked to identify the reasons for their reluctance.
Asked about the survey, Tam underscored the importance of ""vaccine confidence,"" describing it as integral to the successful rollout of vaccine.
She went on to promise that regulators won't take any shortcuts with safety despite the government agreeing to several changes to the clinical-trial process to get a potential COVID-19 vaccine developed faster.","OTTAWA — Canada's chief public health officer is warning against the spread of online untruths about vaccines, as a new survey suggests some Canadians are worried about getting inoculated against COVID-19.

Dr. Theresa Tam made the comments during a news conference Tuesday while responding to the Statistics Canada survey, which found nearly one-quarter of respondents unlikely or unsure whether they would get a COVID-19 vaccine.

article continues below

Many experts and political leaders have touted the successful development and widespread rollout of a vaccine as essential for an eventual return to normalcy, including the full reopening of economies and ending physical distancing.

More than 76 per cent of respondents in the Statistics Canada survey indicated they would likely get inoculated if and when a vaccine is ready. Yet 14 per cent said they were somewhat or very unlikely to do so. Nine per cent remained unsure.

Those who indicated they were unlikely to get a vaccine were asked to identify the reasons for their reluctance. More than half cited a lack of confidence in its safety while a similar number said they were worried about potential risks and side effects.

About one-quarter of respondents, who were allowed to give more than one answer, said they did not consider it necessary to get the vaccine while about 10 per cent indicated they did not believe in vaccines at all.

More than one-third said they would likely just wait until the vaccine seemed safe.

The survey also indicated younger Canadians and those who don't have a university degree are more likely to be hesitant or nervous about a vaccine than those who are older and more educated.

The crowd-sourced survey of around 4,000 Canadians was conducted between June 15-21. It cannot be given a margin of error because the participants do not represent a random sample.

Asked about the survey, Tam underscored the importance of ""vaccine confidence,"" describing it as integral to the successful rollout of vaccine.

She went on to promise that regulators won't take any shortcuts with safety despite the government agreeing to several changes to the clinical-trial process to get a potential COVID-19 vaccine developed faster.

""Just because it's an accelerated process to get vaccines for Canadians does not mean we're going to shortchange anything on safety and effectiveness,"" Tam said. ""I do have confidence in our regulatory system.""

Tam also took aim at the spread of falsehoods about vaccines online.

""I do think social media and internet companies do have responsibilities in terms of their role in the space,"" she said.

""So I would look towards different partners, different government departments also coming together to look at how we better address some of the misinformation that's in that space.""

She is not the first to speak out on this issue, as some have blamed the growing number and influence of anti-vaccination groups online for a resurgence in childhood diseases such as measles.

Facebook announced last year that it would be cracking down on so-called ""anti-vaxxer"" groups, which included labelling posts deemed as containing false information about vaccines. The social media giant now being sued by one such group in California.

Josh Greenberg, a communications professor at Carleton University who has been studying Canadians' attitudes towards a COVID-19 vaccine, said safety concerns aren't unexpected, given the pressure governments and industry are facing to get something working fast.

Yet he said it is essential that Ottawa push back against misinformation campaigns, which have been growing in numbers and influence even as governments around the world have been slow to react.

""When you look at issues like COVID-19 and the campaign to ready or prepare the public for the eventual release of a vaccine, you're talking about a battle for both hearts and minds,"" Greenberg said.

""It's not just an information battle of trying to make sure that people have accurate information, but that you are persuading them in such a way that they trust the veracity of the information you're providing and they also trust the source of that information.""

While the world is rushing to find a vaccine for COVID-19, new reports of several people having been reinfected with the novel coronavirus after testing positive once before raise concerns that it might be a moving target.

Deputy chief public health officer Dr. Howard Njoo said the cases in Hong Kong, Belgium and the Netherlands highlight ongoing questions about immunity to COVID-19 and the need for an effective vaccine.

This report by The Canadian Press was first published Aug. 25, 2020."
28,timescolonist,http://www.timescolonist.com/airbnb-bans-parties-and-groups-over-16-people-amid-public-health-concerns-1.24190272,https://images.glaciermedia.ca/polopoly_fs/1.24190273.1598036181!/fileImage/httpImage/image.jpg_gen/derivatives/facebookogimage_560_292/jfj11079337-jpg.jpg,Airbnb bans parties and groups over 16 people amid public health concerns,[],,"['concerns', 'cap', 'week', 'users', 'airbnb', 'toronto', 'wellscrutiny', '16', 'bans', 'health', 'parties', 'groups', 'amid', 'party', 'public', 'ban']","Airbnb announced this week it would ban ""all parties and events at Airbnb listings,"" setting a cap of 16 people per rental property.
The home-sharing platform said the move was in the best interest of public health.
article continues belowThe new policy is harsher than previous warnings that Airbnb users must follow local COVID-19-related public health guidance.
Airbnb says it will ban users who skirt the 16-person cap and could take legal action as well.
Scrutiny on Airbnb ""party houses"" pre-dates the pandemic as several violent episodes have erupted at parties hosted at Airbnb rentals.","Airbnb announced this week it would ban ""all parties and events at Airbnb listings,"" setting a cap of 16 people per rental property.

The home-sharing platform said the move was in the best interest of public health.

article continues below

The new policy is harsher than previous warnings that Airbnb users must follow local COVID-19-related public health guidance.

Airbnb says it will ban users who skirt the 16-person cap and could take legal action as well.

Scrutiny on Airbnb ""party houses"" pre-dates the pandemic as several violent episodes have erupted at parties hosted at Airbnb rentals.

Three men died in a shooting at a Toronto condo party in February and a 19-year-old student launched a lawsuit against the company in 2019 after being shot in the back during a party at a house rented through Airbnb in Toronto. This report by The Canadian Press was first published Aug. 21, 2020"
29,timescolonist,http://www.timescolonist.com/map-today-s-covid-19-cases-in-canada-1.24112498,https://images.glaciermedia.ca/polopoly_fs/1.24138444.1590013472!/fileImage/httpImage/image.png_gen/derivatives/facebookogimage_560_292/covid-canada-map-may-2020.png,Map: Today's COVID-19 cases in Canada,[],,"['library', 'covid19', 'fernwood', 'comes', 'canada', 'tracking', 'goes', 'bookkeeping', 'little', 'cases', 'art', 'map', 'todays']",The art of bookkeeping: Tracking what comes and goes at a little library in Fernwood,The art of bookkeeping: Tracking what comes and goes at a little library in Fernwood
30,timescolonist,http://www.timescolonist.com/a-guide-to-the-new-ei-and-the-government-s-three-new-benefits-for-workers-1.24189671,https://images.glaciermedia.ca/polopoly_fs/1.24189769.1597953851!/fileImage/httpImage/image.jpg_gen/derivatives/facebookogimage_560_292/20200820ajw10779181-jpg.jpg,A guide to the new EI and the government's three new benefits for workers,['Tara Deschamps'],,"['claimants', 'insurable', 'ei', 'benefit', 'week', 'income', 'sept', 'benefits', 'qualify', 'weeks', 'governments', 'workers', 'guide']","The government is extending the CERB by an additional four weeks, thus offering a maximum 28 weeks of benefits.
After that maximum is reached the government will launch a ""simplified"" EI program and three new kinds of benefits on Sept. 27.
Those on CERB will be able to transition to EI if they qualify under new parameters.
New EI claimants will receive at least $400 per week or $240 per week for extended parental benefits, if this is higher than their benefits would otherwise be.
Previous EI claimants were given 55 per cent of their average weekly earnings, up to a maximum $573 per week in 2020.","TORONTO — The federal government is switching up its relief programs for unemployed Canadians after doling out $69.37 billion to 8.61 million people across the country whose jobs were impacted by COVID-19.

Here's a look at how the new programs will work:

article continues below

What is happening to the Canada Emergency Response Benefit and Employment Insurance?

The government is extending the CERB by an additional four weeks, thus offering a maximum 28 weeks of benefits. After that maximum is reached the government will launch a ""simplified"" EI program and three new kinds of benefits on Sept. 27.

Those on CERB will be able to transition to EI if they qualify under new parameters.

How many hours do you have to work to qualify for the new EI?

Canadians will now qualify for EI after working as few as 120 insurable hours, the equivalent of about 3.5 weeks, in the last 52 weeks.

EI claimants will receive a one-time credit of about 300 insurable hours for claims, if they have lost their job, or 480 insurable hours, if they have taken leave for a sickness, pregnancy or parental, compassionate care or family caregiver reasons.

Those credits will be available for one year and retroactive to March 15 for claimants who wanted to switch from CERB to EI maternity, parental, compassionate care, family caregiver or work-sharing benefits, but were stopped because they did not meet the hourly requirements.

How much money will people receive?

New EI claimants will receive at least $400 per week or $240 per week for extended parental benefits, if this is higher than their benefits would otherwise be.

Previous EI claimants were given 55 per cent of their average weekly earnings, up to a maximum $573 per week in 2020.

What is happening to the EI premium rate?

The EI premium rate is being frozen for two years at $1.58 per $100 in insurable earnings for employees and $2.21 per $100 in insurable earnings for employers.

What if I'm self-employed or don't qualify for EI?

The first of the three new benefits is the Canada Recovery Benefit for workers who are self-employed or not EI-eligible and still require income support because their work has not yet returned due to COVID-19.

This benefit will provide $400 per week for up to 26 weeks, while claimants continue to look for work.

They will be able to earn income from employment or self-employment while receiving the benefit, but need to repay 50 cents of every dollar earned above an annual net income of $38,000 through their income tax return.

The benefit will be available Sept. 27 and paid in arrears.

What if I get sick or have to isolate for COVID-19?

The government will offer the new and temporary Canada Recovery Sickness Benefit to provide income support for workers that are sick or must self-isolate because of COVID-19.

The benefit will offer $500 per week for up to two weeks and cannot be received while claimants are also taking paid sick leave.

It is also available Sept. 27 and paid in arrears.

What if I have to look after kids or family member?

The government has announced the Canada Recovery Caregiving Benefit, a new and temporary program for workers who must miss work to care for a child under the age of 12, a family member or dependant because schools, daycares or day program facilities are closed due to COVID-19.

This benefit offers $500 per week for up to 26 weeks per household. It may be shared, but only one member of a household at any time can receive the benefit at a time.

Workers who prefer to keep dependents at home when facilities are open are not entitled to the benefit, which is effective Sept. 27 and paid in arrears too.

This report by The Canadian Press was first published Aug. 20, 2020."
31,timescolonist,http://www.timescolonist.com/news/local/b-c-s-300-crisis-supplement-extended-until-end-of-year-1.24188069,https://images.glaciermedia.ca/polopoly_fs/1.24163608.1593665898!/fileImage/httpImage/image.jpg_gen/derivatives/facebookogimage_560_292/a2-07022020-isobel-jpg.jpg,B.C.'s $300 crisis supplement extended until end of year,['Cindy E. Harnett'],,"['federal', '300', 'receive', 'bc', 'income', 'supplement', 'payment', 'bcs', 'month', 'end', 'receiving', 'seniors', 'extended', 'crisis', 'lowincome']","will continue to offer a $300 COVID-19 crisis supplement for low-income seniors, as well as financial support for provincial disability and income clients, the government announced on Monday.
Seniors Supplement were introduced by the province in April, and extended in July and will now continue to pay out four more months until December.
“We have to find a way to continue to support these really low income seniors after COVID,” said Mackenzie.
Senior’s Supplement tops up the federal government’s Old Age Security and/or the Guaranteed Income Supplement (GIS).
Seniors Supplement is not available to people who are already receiving federal employment insurance or the $2,000 monthly Canada Emergency Response Benefit (CERB).","B.C. will continue to offer a $300 COVID-19 crisis supplement for low-income seniors, as well as financial support for provincial disability and income clients, the government announced on Monday.

The crisis payments for about 58,000 low-income seniors on the B.C. Seniors Supplement were introduced by the province in April, and extended in July and will now continue to pay out four more months until December.

article continues below

“COVID-19 isn’t going away any time soon,” said Minister of Social Development and Poverty Reduction Shane Simpson. “Essential costs are increasing in many cases so this is an opportunity to ease that pressure and we see it continuing so we’ll go through December.”

The seniors supplement for a single person is an unfathomably low $49.30 a month, said B.C. seniors advocate Isobel Mackenzie. With the supplement, it becomes $349.30 a month for the lowest-income seniors living on about $19,000 or less a year. For context, a minimum-wage job would bring in about $26,000 a year.

Mackenzie said the boost is substantial and in her mind hasn’t received the attention it’s due.

“It’s very significant for the group of people receiving this money, it’s a lot of money for very low income people,” Mackenzie said.

For a senior couple the supplement would be $120.50 and $49.83 for a spouse receiving the federal Old Age Security allowance.

“We have to find a way to continue to support these really low income seniors after COVID,” said Mackenzie.

“They were struggling before COVID, and they’re going to struggle after COVID and hopefully this will be a catalyst or a way to address this lowest income group of seniors.”

The temporary $300 crisis supplement is extended four months September through December to low-income seniors receiving the B.C. Seniors Supplement and income assistance and disability recipients residing in special care facilities.

The B.C. Senior’s Supplement tops up the federal government’s Old Age Security and/or the Guaranteed Income Supplement (GIS).

The B.C. Seniors Supplement is not available to people who are already receiving federal employment insurance or the $2,000 monthly Canada Emergency Response Benefit (CERB).

No low- or no-income people are still disproportionately affected by this pandemic, said Simpson.

The top up considers that seniors are paying more in prescription dispensing fees, additional travel costs for seniors avoiding public transit due to health concerns, and delivery fees for groceries.

Mackenzie said seniors are also spending more on groceries because they can’t shop around for the best prices as they did prior to the pandemic and seniors who relied on accessing the internet for free at public libraries are now having to order internet services.

Earlier this year, the Prime Minister Justin Trudeau announced a $2.5 billion one-time, tax-free top-up payment to help 6.7 million seniors absorb costs related to COVID-19.

For April to June 2020, the maximum combined payment from OAS plus GIS is $1,514.78. The maximum for OAS is $613.53 OAS and the maximum for GIS is $916.38 GIS per month, for a single person.

The federal one-time lump-sum payment saw seniors who receive Old Age Security in Canada receive a $300 payment. Those who receive the guaranteed income supplement for low-income seniors saw an additional $200.

ceharnett@timescolonist.com

> More information on provincial financial supports for people on income or disability assistance can be found here.

> Information on the federal disability payment is online here.

Note to readers: This story has been corrected. Low-income seniors living on about $19,000 or less a year will receive $349.30 a month."
32,timescolonist,http://www.timescolonist.com/covid-19/symptoms-checklist-for-covid-19-call-811-for-advice-1.24100339,https://images.glaciermedia.ca/polopoly_fs/1.24096007.1584533851!/fileImage/httpImage/image.jpg_gen/derivatives/facebookogimage_560_292/a1-03122020-handwashing-jpg.jpg,Symptoms checklist for COVID-19; call 811 for advice,[],,"['ministry', 'covid19', '811', 'phone', 'include', 'advice', 'healthlink', 'checklist', 'health', 'travel', 'bc', 'soap', 'symptoms', 'water']","COVID-19 symptoms:• Common symptoms include difficulty breathing, fever, coughing, sore throat, sneezing.
Describe your symptoms and travel history; you will be provided with advice on what to do next.
For non-medical information about COVID-19 — such as advice on social distancing and travel — phone 1-888-268-4319 or text 604-630-0300.
Source: HealthLink B.C., B.C.
Health Ministry","The B.C. Ministry of Health has launched a new online tool for people who aren't sure whether they require testing or assessment for COVID-19. It can be found at covid19.thrive.health. The website asks about a person’s symptoms and recommends a course of action. Those include self-isolating for 14 days, calling HealthLink B.C. at 811, or calling 911, depending on the severity.

COVID-19 symptoms:

• Common symptoms include difficulty breathing, fever, coughing, sore throat, sneezing. Severity of symptoms can vary widely from person to person.



If you develop symptoms:

• Isolate yourself from others.

• Phone the province's HealthLink line at 811, a health-care professional or the local public health authority. Describe your symptoms and travel history; you will be provided with advice on what to do next.

article continues below

To protect yourself from infection:

• Wash your hands often with soap and water for at least 20 seconds.

• If soap and water are not available, use an alcohol-based sanitizer.

• Don't touch your face, eyes, nose or mouth with unwashed hands.

• Maintain a distance of about two metres from other people.

• Don't share food and eating utensils.

• Clean and disinfect surfaces that are frequently touched.

For non-medical information about COVID-19 — such as advice on social distancing and travel — phone 1-888-268-4319 or text 604-630-0300. The service is available in multiple languages.

Source: HealthLink B.C., B.C. Health Ministry"
33,timescolonist,http://www.timescolonist.com/print-your-own-heart-flag-for-your-window-1.24116882,https://images.glaciermedia.ca/polopoly_fs/1.24122142.1587567867!/fileImage/httpImage/image.jpg_gen/derivatives/facebookogimage_560_292/times-colonist-heart-flag.jpg,Print your own heart flag for your window,[],,"['size', 'window', 'versions', 'print', 'regular', 'sizesarticle', 'smaller', 'sheet', 'flag', 'printable', 'version', 'tape', 'heart']","Did you miss out on getting the heart flag from the paper?
Here are some printable versions (full colour and colouring book-style) in two sizes.
article continues belowSmall flagsThe smaller version will fit on a letter-sized sheet of paper.
Big flagsFor the larger version, you will need to print the two halves of the flag on pieces regular letter size paper, then tape or glue them together.","Did you miss out on getting the heart flag from the paper?

Here are some printable versions (full colour and colouring book-style) in two sizes.

article continues below

Small flags

The smaller version will fit on a letter-sized sheet of paper.

Big flags

For the larger version, you will need to print the two halves of the flag on pieces regular letter size paper, then tape or glue them together."
34,timescolonist,http://www.timescolonist.com/news/local/man-fined-for-hosting-party-says-he-plans-to-fight-ticket-1.24191808,https://images.glaciermedia.ca/polopoly_fs/1.24191862.1598362590!/fileImage/httpImage/image.jpg_gen/derivatives/facebookogimage_560_292/nate-christian.jpg,Man fined for hosting party says he plans to fight ticket,[],,"['measures', 'plans', 'covid19', 'related', 'fight', 'ticket', 'masks', 'wearing', 'tickets', 'fined', 'weekend', 'party', 'man', 'wasnt', 'hosting']","A 20-year-old Victoria manwho had two parties broken up over the weekend says he plans to fight the $2,300 ticket he received for breaching the COVID-19 Related Measures Act.
“I had a party man, it wasn’t even a party, it was like a hangout.
This time, a guest was arrested for obstructing a peace officer fined $230 for violating the COVID-19 Related Measures Act.
It’s not like I had 250 people not wearing masks — 80 per cent of the people in the house were wearing masks,” he said.
The operator of the facility was hit with a $2,300 violation ticket under the COVID-19 Related Measures Act.","A 20-year-old Victoria manwho had two parties broken up over the weekend says he plans to fight the $2,300 ticket he received for breaching the COVID-19 Related Measures Act.

“I just think it’s a bunch of B.S.,” Nate Christian told CHEK News. “I had a party man, it wasn’t even a party, it was like a hangout. I gave everybody hand sanitizer, I took everyone’s name down, I showed the cops that and they did not care, they said whatever you are getting the ticket.”

article continues below

Officers were called to the multi-unit residential building in the 1000 block of Fort Street twice on the weekend.

On Friday night, an estimated 40 to 60 youth were packed inside the one-bedroom suite, police said, and the room was so crowded and hot there was condensation on the windows and the party attendees were sweating.

The host was issued a $2,000 fine, plus a $300 victim-surcharge levy.

Police returned early Sunday after receiving a noise complaint. This time, a guest was arrested for obstructing a peace officer fined $230 for violating the COVID-19 Related Measures Act.

The 18-year-old male guest refused to co-operate and leave when police broke the party up, said VicPD Const. Cam MacIntyre.

“It’s disappointing and frustrating,” MacIntyre said. “It’s incredibly reckless.”

Christian said there were fewer people in attendance the second night and some were wearing masks. He said the only rule he failed to follow was the one about physical distancing.

“It wasn’t that many people, man. It’s not like I had 250 people not wearing masks — 80 per cent of the people in the house were wearing masks,” he said.

“In this small space [we can’t socially distance] … but that’s why we kicked people out because the cops were coming. So no, we weren’t following it, but when the cops came here there were only 15 people here. ”

Christian, who has been evicted, said he plans to fight the ticket.

“I am fighting them in court,” he said.

“Me and everybody who was at this party are going to testify and say we were a metre and a half apart like we spread it out and everything.”

But, he said, he is sorry: “Everyone is mad at me for it, literally all over B.C. And it’s just like, I’m sorry. It wasn’t that many people, man. It’s not like I had 250 people.”

Several tickets were also handed out in the Lower Mainland over the weekend.

Surrey RCMP said one restaurant, two event and banquet spaces, and an after-hours club were each given $2,300 tickets over the weekend, after they were caught contravening health officials’ orders about groups.

Police said all four venues had previously been issued warnings, and were among 429 checks conducted over the weekend for COVID-19 compliance.

In Richmond, police found significantly more than 50 people in a private sports centre.

A Richmond RCMP spokesperson said officers initially took “an educational approach” — as they did with several other private gatherings over the weekend — “but it was quite clear that the business needed further incentive to comply” with public health orders.

The operator of the facility was hit with a $2,300 violation ticket under the COVID-19 Related Measures Act.

Premier John Horgan said it was “disappointing” the tickets were necessary, “but we will not stand by and let a small number of people undo the hard work of British Columbians to prevent the spread of COVID-19. Thank you to the vast majority of people doing their part to keep each other safe.”

Police can recommend charges if violation tickets do not prove to be effective deterrents, or in cases of egregious contraventions or for repeat offenders. On conviction, penalties of up to $10,000 may be levied, according to the province.

— With files from Cindy E. Harnett and the Vancouver Sun"
